koel|goel,keel,kohl,noel
shin|chin,sain,shan,shen,shim,ship,shir,shit,shiv,shun,skin,spin,thin,whin
peed|deed,feed,geed,heed,jeed,leed,meed,need,peek,peel,peen,peep,peer,pees,pend,pied,pled,reed,seed,teed,weed,yeed
sops|bops,cops,dops,fops,hops,kops,lops,mops,oops,pops,saps,seps,sips,sobs,socs,sods,sogs,sohs,sols,soms,sons,soph,soss,sots,sous,sovs,sows,soys,sups,tops,wops
neap|heap,leap,neal,near,neat,neep,reap
buds|bads,beds,bids,bods,bubs,buda,budi,budo,bugs,bums,buns,burs,buss,buts,buys,cuds,duds,fuds,juds,luds,muds,ouds,puds,ruds,suds,wuds
tils|ails,fils,mils,nils,oils,tals,tels,tics,tids,ties,tigs,tile,till,tilt,tins,tips,tits
mels|bels,cels,dels,eels,gels,mals,meds,mees,megs,mela,meld,mell,melt,mems,mens,mess,mets,meus,mews,mils,mols,sels,tels,wels,zels
kobs|bobs,cobs,dobs,fobs,gobs,hobs,jobs,kabs,kebs,koas,kobo,kois,kons,kops,kors,koss,kows,lobs,mobs,nobs,robs,sobs,yobs
mand|band,fand,hand,land,maid,mana,mane,mang,mani,mano,mans,many,mard,maud,mend,mind,pand,rand,sand,wand
bout|bhut,boat,boet,bolt,boot,bort,bott,bouk,boun,brut,dout,gout,hout,lout,nout,pout,rout,sout,tout
cose|case,code,coke,cole,come,cone,cope,core,cosh,coss,cost,cosy,cote,cove,coze,dose,hose,lose,mose,nose,oose,pose,rose,tose
dais|bais,dabs,dads,daes,dags,dahs,daks,dals,dams,dans,daps,daws,days,kais,nais,pais,rais,sais,tais,wais
keel|feel,heel,jeel,keef,keek,keen,keep,keet,kell,kewl,koel,peel,reel,seel,teel,weel
boon|boob,booh,book,bool,boom,boor,boos,boot,born,boun,coon,doon,goon,hoon,loon,moon,noon,poon,roon,soon,toon,woon,zoon
hyte|byte,cyte,gyte,hate,hete,hote,hyke,hyle,hype,kyte,lyte,tyte,wyte
poot|boot,coot,foot,hoot,loot,moot,phot,plot,poet,polt,pont,pood,poof,pooh,pook,pool,poon,poop,poor,poos,port,post,pott,pout,pyot,root,soot,toot,woot,zoot
ansa|anga,anna,anoa,anta
mill|bill,cill,dill,fill,gill,hill,jill,kill,lill,mall,mell,mild,mile,milk,milo,mils,milt,moll,mull,nill,pill,rill,sill,till,vill,will,yill,zill
haen|gaen,haed,haem,haes,haet,hain,harn,hyen
grex|gree,gren,grew,grey,prex
mura|aura,bura,dura,jura,mara,mora,mure,murk,murl,murr,sura
perc|merc,pere,perf,peri,perk,perm,pern,perp,pert,perv
woos|boos,coos,doos,foos,goos,loos,moos,poos,roos,whos,woes,wofs,wogs,woks,wons,wood,woof,wool,woon,woot,wops,wors,wots,wows,zoos
waqf|waff,waif,wakf
atap|alap,atop,stap
lieu|lied,lief,lien,lier,lies,litu
boet|beet,blet,boat,boep,boer,bolt,boot,bort,bott,bout,poet
fuds|buds,cuds,duds,fads,feds,fids,fubs,fugs,fums,funs,furs,fuss,juds,luds,muds,ouds,puds,ruds,suds,wuds
gram|cram,dram,glam,grab,grad,gran,gras,grat,grav,gray,grim,grum,pram,tram
merl|herl,marl,meal,mell,merc,mere,meri,merk,mewl,murl
tapu|bapu,hapu,kapu,tabu,tapa,tape,taps,tatu
neum|geum,neem,neuk
gaff|baff,caff,daff,faff,goff,guff,haff,naff,raff,waff,yaff
goby|doby,gaby,gobi,gobo,gobs,goey,gory,moby,toby
lead|bead,dead,head,leaf,leak,leal,leam,lean,leap,lear,leas,leat,leed,lend,leud,lewd,load,mead,read,tead,yead
urdy|undy,urde,urds
buts|bats,bets,bits,bots,bubs,buds,bugs,bums,buns,burs,buss,bute,butt,buys,cuts,guts,huts,juts,muts,nuts,outs,puts,ruts,tuts
opex|apex,oped,open,opes
zerk|berk,jerk,merk,nerk,perk,serk,werk,yerk,zero
morn|born,corn,horn,lorn,moan,moon,mora,more,mors,mort,mown,porn,sorn,torn,worn
disc|disa,dish,disk,diss,fisc
gits|aits,bits,cits,dits,fits,gats,gets,gibs,gids,gies,gifs,gigs,gins,gios,gips,gite,guts,hits,kits,lits,nits,pits,rits,sits,tits,wits,zits
caca|caba,cack,cama,capa,casa,cava,ceca,coca,paca,raca,vaca
snog|scog,shog,slog,smog,snag,snig,snob,snod,snot,snow,snug,stog
vang|bang,cang,dang,fang,gang,hang,kang,lang,mang,pang,rang,sang,tang,vane,vans,vant,wang,yang
city|cite,cito,cits,mity,pity
slut|glut,saut,scut,shut,slat,slit,slot,slub,slue,slug,slum,slur,smut,sout
ixia|ilia,inia
lipo|lido,lilo,limo,lino,lipa,lipe,lips
woks|boks,hoks,roks,woes,wofs,wogs,woke,wons,woos,wops,wors,wots,wows,yoks
fail|bail,faik,fain,fair,fait,faix,fall,farl,foil,hail,jail,kail,mail,nail,pail,rail,sail,tail,vail,wail
yate|bate,cate,date,fate,gate,hate,late,mate,pate,rate,sate,tate,wate,yage,yale,yare,yite
sike|bike,dike,fike,hike,kike,like,mike,pike,sake,sice,side,sika,sile,sine,sipe,sire,site,size,soke,syke,tike,yike
haul|caul,hail,hall,harl,haud,hauf,haut,maul,paul,saul,waul
shad|chad,khad,scad,shag,shah,sham,shan,shat,shaw,shay,shed,shod,swad
pard|bard,card,eard,fard,hard,lard,mard,nard,paid,pand,para,pare,park,parp,parr,pars,part,sard,ward,yard
riel|ciel,diel,reel,rial,riem,rill,wiel
ergo|ergs
eoan|elan,koan,loan,moan,roan
jong|bong,dong,gong,hong,jing,long,mong,nong,pong,rong,song,tong,yong
body|bode,bods,bogy,bony,boxy,fody,tody
noup|coup,doup,loup,moup,noop,noul,noun,nous,nout,roup,soup
otto|onto
wars|bars,cars,ears,fars,gars,jars,lars,mars,oars,pars,sars,tars,vars,wabs,wads,waes,wags,wais,wans,waps,warb,ward,ware,wark,warm,warn,warp,wart,wary,wats,waws,ways,wors
nick|dick,hick,kick,lick,mick,neck,nice,nock,oick,pick,rick,sick,tick,wick
gods|bods,cods,dods,gads,geds,gids,goas,gobs,goes,gons,goos,goss,govs,goys,hods,lods,mods,nods,pods,rods,sods,tods,yods
jake|bake,cake,fake,hake,jade,jaks,jane,jape,joke,juke,lake,make,rake,sake,take,wake
loom|boom,coom,doom,loam,loof,look,loon,loop,loor,loos,loot,room,soom,toom,zoom
bops|baps,boas,bobs,bods,bogs,bohs,bois,boks,boos,bors,boss,bots,bows,boys,cops,dops,fops,hops,kops,lops,mops,oops,pops,sops,tops,wops
twoc|twos
coit|chit,clit,coat,coft,coif,coil,coin,coir,colt,coot,cost,cott,crit,cuit,doit,moit,soit,toit
sris|aris,bris,cris,fris,gris,iris,kris,pris,sais,seis,skis,tris
oppo|
ecad|ecod,egad,scad
pyic|pyin
cill|bill,call,cell,ciel,cirl,coll,cull,dill,fill,gill,hill,jill,kill,lill,mill,nill,pill,rill,sill,till,vill,will,yill,zill
brew|arew,blew,braw,bred,bree,brei,bren,brer,brey,brow,crew,drew,grew,trew
moms|coms,doms,homs,mams,mems,moas,mobs,mocs,mods,moes,mogs,mols,mome,momi,momo,mons,moos,mops,mors,moss,mots,mous,mows,moys,mums,noms,ooms,poms,roms,soms,toms
gold|bold,cold,fold,geld,gild,goad,gole,golf,golp,good,gowd,hold,mold,sold,told,wold,yold
klik|kaik
area|arba,ared,areg,ares,aret,arew,aria,arna,arpa,asea,urea
goey|gley,goby,goel,goer,goes,gory,grey,joey,toey
sawn|bawn,dawn,fawn,lawn,mawn,pawn,rawn,sain,sawm,saws,sewn,sown,yawn
name|came,dame,fame,game,hame,kame,lame,nabe,nams,namu,nane,nape,nare,nave,naze,nome,same,tame,wame
lazy|gazy,hazy,jazy,lacy,lady,laky,laze,lazo,mazy
reen|been,deen,feen,keen,peen,rean,reed,reef,reek,reel,rees,rein,seen,teen,ween
flog|blog,clog,flag,fleg,floc,floe,flop,flor,flow,frog,slog,vlog
huge|euge,hugs,hugy,hule,luge
tuff|buff,cuff,duff,fuff,guff,huff,luff,muff,nuff,puff,ruff,teff,tiff,toff,tufa,tuft,turf,wuff
raki|kaki,maki,rabi,ragi,rake,raku,rami,rani,saki,taki
dops|bops,cops,daps,deps,dips,dobs,docs,dods,does,dogs,dohs,dols,doms,dons,doos,dopa,dope,dopy,dors,doss,dots,dows,doys,dups,fops,hops,kops,lops,mops,oops,pops,sops,tops,wops
kafs|cafs,kaas,kabs,kaes,kais,kaks,kans,kats,kaws,kays,kefs,kifs,oafs
fuss|buss,cuss,fess,foss,fubs,fuds,fugs,fums,funs,furs,fusc,fuse,fust,huss,muss,puss,suss,wuss
this|ahis,chis,ghis,khis,phis,tais,thig,thin,thio,thir,thus,tris,tuis
hoss|boss,coss,doss,foss,goss,hiss,hoas,hobs,hods,hoes,hogs,hohs,hoks,hols,homs,hons,hops,hors,hose,host,hots,hows,hoys,huss,joss,koss,loss,moss,poss,soss,toss
kype|hype,kipe,kyle,kyne,kyte,rype,sype,type
mere|bere,cere,dere,fere,gere,here,lere,mare,meme,mene,merc,meri,merk,merl,mese,mete,meve,meze,mire,more,mure,pere,sere,were
menu|genu,mend,mene,meng,meno,mens,ment,meou
paul|caul,haul,maul,paal,pail,pall,paua,pawl,saul,waul
rubs|bubs,cubs,dubs,fubs,gubs,hubs,nubs,pubs,rebs,ribs,robs,rube,ruby,rucs,ruds,rues,rugs,rums,runs,ruts,subs,tubs
peep|beep,deep,geep,jeep,keep,leep,meep,neep,peed,peek,peel,peen,peer,pees,perp,poep,prep,seep,veep,weep
lick|dick,hick,kick,lack,lice,lich,link,lirk,lisk,lock,luck,mick,nick,oick,pick,rick,sick,tick,wick
trop|crop,drop,prop,trap,trip,trod,trog,tron,trot,trou,trow,troy,tryp
gaed|gaen,gaes,gaid,gaud,gawd,geed,gied,gled,haed,kaed,taed
door|boor,doer,doob,dook,dool,doom,doon,doos,dorr,dour,goor,hoor,loor,moor,poor
jasy|easy,jasp,jass,jaxy,jazy
jibe|bibe,gibe,jibb,jibs,jive,jobe,jube,kibe,vibe
coms|cams,cobs,cods,cogs,cols,coma,comb,come,comm,comp,cons,coos,cops,cors,coss,cots,cows,coys,cums,cwms,doms,homs,moms,noms,ooms,poms,roms,soms,toms
nook|book,cook,dook,gook,hook,jook,kook,look,mook,nock,noob,noon,noop,nork,pook,rook,sook,took
milo|filo,kilo,lilo,mico,mild,mile,milk,mill,mils,milt,mino,miro,miso,silo
till|bill,cill,dill,fill,gill,hill,jill,kill,lill,mill,nill,pill,rill,sill,tall,tell,tile,tils,tilt,tirl,toll,vill,will,yill,zill
bufo|bubo,buco,budo,buff
pugs|bugs,dugs,fugs,hugs,jugs,lugs,mugs,nugs,pegs,pigs,pubs,puds,pugh,puls,puns,pups,purs,puss,puts,puys,rugs,tugs,vugs,yugs
mutt|butt,matt,mitt,mott,munt,must,mute,muti,muts,putt
nete|bete,cete,fete,hete,jete,kete,mete,nene,neta,nets,nett,neve,nite,note,rete,tete
secs|pecs,recs,sacs,seas,sech,seco,sect,sees,segs,seis,sels,sens,seps,sers,sess,sets,sevs,sews,seys,sics,socs,tecs
teel|feel,heel,jeel,keel,peel,reel,seel,tael,teal,teed,teek,teem,teen,teer,tees,teil,tell,weel
belt|beat,beet,bell,bels,bent,best,bolt,celt,delt,felt,gelt,kelt,melt,pelt,telt,welt,yelt
khis|ahis,chis,ghis,kais,khir,kois,kris,phis,this
chou|choc,chog,choi,chon,chop,chow,clou,thou
moai|moan,moas,moat,modi,moki,momi,mooi,moti
hoya|hiya,hoha,hoka,homa,hora,hoys,moya,soya
vego|bego,pego,rego,sego,vega,veto
dosh|bosh,cosh,dash,desh,dish,dosa,dose,doss,dost,doth,dush,gosh,josh,losh,mosh,nosh,posh,tosh
move|cove,dove,hove,love,meve,mobe,mode,moke,mole,mome,mope,more,mose,mote,moue,moze,rove,wove
lass|bass,jass,labs,lacs,lads,lags,lahs,lams,laps,lars,lase,lash,last,lats,lavs,laws,lays,less,loss,mass,pass,rass,sass,tass
barm|balm,barb,bard,bare,barf,bark,barn,barp,bars,berm,borm,farm,harm,marm,warm
soar|boar,hoar,roar,scar,sear,snar,soak,soap,sour,spar,star,voar
tian|pian,than,tiar,tiyn,tuan
demo|deco,delo,deme,demy,dero,memo,nemo
bier|beer,bien,birr,boer,brer,fier,kier,lier,pier,tier,vier
tyte|byte,cyte,gyte,hyte,kyte,lyte,tate,tete,tite,tote,tute,tyde,tyee,tyke,tyne,type,tyre,wyte
wice|bice,dice,fice,lice,mice,nice,pice,rice,sice,tice,vice,wich,wick,wide,wife,wile,wine,wipe,wire,wise,wite,wive
fyke|byke,dyke,fake,fike,fyce,fyle,hyke,lyke,ryke,syke,tyke
loup|coup,doup,loop,loud,loun,lour,lous,lout,lowp,moup,noup,roup,soup
sett|fett,nett,seat,sect,sekt,sent,sept,seta,seth,sets,sext,yett
tead|bead,dead,head,lead,mead,read,teak,teal,team,tear,teas,teat,teed,teld,tend,toad,trad,yead
toke|boke,coke,hoke,joke,loke,moke,poke,roke,soke,take,tike,toge,toko,tole,tome,tone,tope,tore,tose,tote,toze,tyke,woke,yoke
gurs|burs,curs,furs,gars,gubs,gues,guls,gums,guns,gups,gurk,gurl,gurn,guru,guts,guvs,guys,lurs,nurs,ours,purs,turs
acyl|amyl,aryl
hurt|curt,hart,hunt,hurl,yurt
ides|ices,idea,idee,idem,ires,odes
pond|bond,cond,fond,hond,kond,pand,pend,pone,pong,ponk,pons,pont,pony,pood,rond,yond
pons|cons,dons,eons,fons,gons,hons,ions,kons,mons,oons,pans,pens,pins,poas,pods,pois,pols,poms,pond,pone,pong,ponk,pont,pony,poos,pops,poss,pots,pows,puns,sons,tons,wons
mush|bush,cush,dush,gush,hush,lush,mash,mesh,mosh,much,muse,musk,muso,muss,must,push,rush,tush
cuke|buke,cake,coke,cube,cure,cute,duke,juke,luke,nuke,puke,yuke
nole|bole,cole,dole,gole,hole,jole,mole,node,noli,noll,nolo,nome,none,nope,nose,note,pole,role,sole,tole,vole
thar|char,tear,thae,thai,than,that,thaw,thir,tiar,tsar,tzar
muir|mair,muid,muil,murr,puir
ueys|beys,deys,feys,heys,keys,leys,seys,weys
bros|bios,boos,bras,bris,brod,brog,broo,brow,brus,eros,fros,gros,pros
sand|band,fand,hand,land,mand,pand,rand,said,sane,sang,sank,sans,sant,sard,send,sind,synd,wand
cive|cave,cide,cine,cire,cite,cove,dive,five,give,hive,jive,live,rive,vive,wive
wawl|bawl,pawl,wail,wall,waul,wawa,wawe,waws,yawl
syce|fyce,sice,syke,syne,sype
kaka|haka,kaki,kaks,kala,kama,kana,kapa,kara,kata,kava,kawa,taka,waka
kifs|difs,gifs,kafs,kefs,kids,kiff,kins,kips,kirs,kiss,kits,rifs
keek|deek,geek,keck,keef,keel,keen,keep,keet,leek,meek,peek,reek,seek,teek,week
bayt|baft,baht,bait,bant,bast,batt,baya,baye,bays
genu|gena,gene,gens,gent,menu
unna|anna,ulna
guar|duar,gear,gnar,guan
gowl|bowl,cowl,dowl,fowl,goal,goel,gool,gowd,gowf,gowk,gown,howl,jowl,nowl,sowl,yowl
ossa|osso
lief|fief,kief,lied,lien,lier,lies,lieu,nief,tief
cart|cant,carb,card,care,cark,carl,carn,carp,carr,cars,cast,cert,curt,dart,fart,gart,hart,kart,mart,part,tart,wart
cami|cadi,cama,came,camo,camp,cams,capi,kami,rami,zami
cook|book,cock,conk,coof,cool,coom,coon,coop,coos,coot,cork,cowk,dook,gook,hook,jook,kook,look,mook,nook,pook,rook,sook,took
hyla|hila,hula,hyle
ooer|boer,doer,goer,hoer,moer,omer,oner,over,ower,oxer,oyer
kier|bier,fier,kief,lier,pier,tier,vier
gapy|gaby,gamy,gape,gapo,gaps,gazy
feeb|feed,feel,feen,feer,fees,feet
tain|cain,fain,gain,hain,kain,lain,main,nain,pain,rain,sain,taig,tail,tais,tait,tarn,tein,thin,trin,twin,tyin,vain,wain
bint|aint,bant,bent,bind,bine,bing,bink,bins,bist,bitt,bunt,dint,hint,lint,mint,oint,pint,tint,vint
poll|boll,coll,doll,joll,loll,moll,noll,pall,pell,pill,pole,polk,polo,pols,polt,poly,pool,pull,roll,toll
whot|phot,shot,what,whet,whit,whoa,whod,whom,whoo,whop,whos,whow,woot,wrot
have|cave,eave,fave,gave,hade,hake,hale,hame,hare,hate,haze,hive,hove,lave,nave,pave,rave,save,wave
neck|beck,deck,feck,geck,heck,keck,meck,nerk,neuk,nick,nock,peck,reck
roul|foul,noul,roil,roll,rotl,roue,roum,roup,rout,roux,soul
devs|debs,dees,degs,dels,dens,deps,deus,deva,devi,dews,deys,divs,levs,revs,sevs
yogh|hogh,yodh,yoga,yogi
spim|saim,shim,skim,slim,spam,spic,spie,spif,spik,spin,spit,spiv,stim,swim
gole|bole,cole,dole,gale,gold,golf,golp,gone,gore,gule,hole,jole,mole,nole,pole,role,sole,tole,vole
cher|char,chef,chem,chew,chez,sher
your|cour,dour,four,hour,jour,lour,pour,sour,tour,youd,youk,yous
slam|blam,clam,flam,glam,scam,seam,sham,slab,slae,slag,slap,slat,slaw,slay,slim,slum,spam,swam
slip|blip,clip,flip,ship,skip,slap,slid,slim,slit,slop,snip
camo|calo,cama,came,cami,camp,cams,capo
niff|biff,diff,jiff,kiff,miff,naff,nief,nife,nuff,riff,tiff,viff,ziff
dama|bama,cama,dada,dame,damn,damp,dams,data,duma,gama,kama,lama,mama,pama,sama
toil|boil,coil,foil,moil,noil,roil,soil,tail,teil,toit,toll,tool
cadi|cade,cads,cami,capi,cedi,gadi,kadi,padi,qadi,sadi,wadi
maam|maar,maas,maim,malm,marm,naam
clow|alow,blow,chow,claw,clew,clod,clog,clon,clop,clot,clou,cloy,crow,flow,glow,plow,slow
maxi|magi,maki,mali,mani,taxi
hoho|boho,coho,hobo,hoha,hohs,holo,homo,moho,soho,toho
auto|acto,alto
conn|cann,coin,cond,cone,conf,coni,conk,cons,cony,coon,corn
frab|crab,drab,flab,frae,frag,frak,frap,fras,frat,frau,fray,frib,grab,krab
frau|frab,frae,frag,frak,frap,fras,frat,fray,prau
glei|gled,glee,gleg,glen,gley,vlei
sexy|dexy,sext
urbe|unbe,urbs,urde,urge
dule|dale,dele,dole,duce,dude,duke,dull,duly,dune,dupe,dure,gule,hule,mule,pule,rule,tule,yule
sord|bord,cord,ford,lord,sard,sold,sora,sorb,sore,sori,sorn,sort,surd,word
once|ance,onie,unce
suer|huer,puer,ruer,seer,sher,sker,sued,sues,suet,suey
mops|bops,cops,dops,fops,hops,kops,lops,maps,mips,moas,mobs,mocs,mods,moes,mogs,mols,moms,mons,moos,mope,mopy,mors,moss,mots,mous,mows,moys,oops,pops,sops,tops,wops
scam|scab,scad,scag,scan,scar,scat,scaw,scum,seam,sham,slam,spam,swam
kirk|birk,dirk,firk,kark,kick,kink,kirn,kirs,lirk,mirk,pirk,yirk
cues|cees,cubs,cuds,cued,cums,cups,curs,cuss,cuts,dues,gues,hues,kues,lues,rues,sues
spew|shew,skew,slew,smew,spaw,spec,sped,spek,spet,stew
rust|bust,dust,fust,gust,just,lust,must,oust,rast,rest,rost,runt,rusa,ruse,rush,rusk
lari|dari,gari,lard,lare,lark,larn,lars,lati,liri,sari,zari
dobs|bobs,cobs,dabs,debs,dibs,dobe,doby,docs,dods,does,dogs,dohs,dols,doms,dons,doos,dops,dors,doss,dots,dows,doys,dubs,fobs,gobs,hobs,jobs,kobs,lobs,mobs,nobs,robs,sobs,yobs
farl|carl,earl,fail,fall,fard,fare,farm,faro,fars,fart,furl,harl,jarl,marl
tref|tief,tree,trek,trem,tres,tret,trew,trey,trez
arid|abid,acid,amid,ared,aria,aril,aris,avid,grid,irid
barb|bard,bare,barf,bark,barm,barn,barp,bars,burb,carb,darb,garb,warb
roky|coky,joky,ooky,poky,roke,roko,roks,ropy,rory,rosy
frag|brag,crag,drag,flag,frab,frae,frak,frap,fras,frat,frau,fray,frig,frog,frug
fair|faik,fail,fain,fait,faix,faur,flir,gair,hair,lair,mair,pair,sair,vair,wair
pyat|kyat,peat,phat,plat,prat,pyas,pyet,pyot
furr|burr,curr,durr,furl,furs,fury,murr,nurr,purr,turr
slob|blob,glob,slab,sleb,sloe,slog,slop,slot,slow,slub,snob,stob,swob
jars|bars,cars,ears,fars,gars,jabs,jags,jaks,jams,japs,jark,jarl,jarp,jass,jaws,jays,jors,lars,mars,oars,pars,sars,tars,vars,wars
puir|muir,pair,puer,purr
sobs|bobs,cobs,dobs,fobs,gobs,hobs,jobs,kobs,lobs,mobs,nobs,robs,sabs,sibs,soba,socs,sods,sogs,sohs,sols,soms,sons,sops,soss,sots,sous,sovs,sows,soys,subs,yobs
mojo|dojo,mobo,mofo,moho,moko,momo,mono,moto,mozo
gurn|burn,curn,durn,girn,guan,gurk,gurl,gurs,guru,ourn,turn
kebs|debs,kabs,keas,keds,kefs,kegs,keks,kens,keps,kets,keys,kobs,nebs,rebs,webs
halo|calo,hale,half,hall,halm,halt,haro,helo,holo
boxy|body,bogy,bony,coxy,doxy,foxy,poxy
hewn|hern,hews,sewn
proo|broo,prao,proa,prob,prod,prof,prog,prom,prop,pros,prow
sumi|semi,simi,sumo,sump,sums,sumy,suni
loca|coca,loch,loci,lock,loco,loma,lota,soca
oups|cups,dups,gups,hups,oops,ouds,ouks,oupa,ouph,ours,outs,pups,sups,tups,yups
eyen|eten,even,eyed,eyer,eyes,hyen,syen
tump|bump,dump,gump,hump,jump,lump,mump,pump,rump,sump,tamp,temp,tulp,tums,tymp,yump
yaup|caup,gaup,jaup,yapp,yaud,yawp
muso|huso,miso,muse,mush,musk,muss,must
gonk|bonk,conk,gink,gone,gong,gons,gook,gouk,gowk,gunk,honk,konk,monk,ponk,tonk,wonk,zonk
empt|emit,ympt
jiff|biff,diff,jeff,kiff,miff,niff,riff,tiff,viff,ziff
silt|gilt,hilt,jilt,kilt,lilt,milt,salt,sift,sild,sile,silk,sill,silo,sist,tilt,wilt
mini|fini,mani,midi,mihi,mimi,mina,mind,mine,ming,mink,mino,mint,minx,miny,miri,muni
twee|awee,swee,thee,tree,twae,tyee
wrot|grot,trot,vrot,whot,woot,writ
muss|buss,cuss,fuss,huss,mass,mess,miss,moss,muds,mugs,mums,muns,muse,mush,musk,muso,must,muts,puss,suss,wuss
yuca|yuch,yuck,yuga
afar|agar,ajar,alar,arar,asar
kutu|kudu,kuku,kuru,kuta,kuti,kuzu,tutu
vogs|bogs,cogs,dogs,fogs,hogs,jogs,logs,mogs,nogs,sogs,togs,vags,vigs,voes,vols,vors,vows,vugs,wogs
nurs|burs,curs,furs,gurs,lurs,nors,nubs,nugs,nuns,nurd,nurl,nurr,nuts,ours,purs,turs
jets|bets,fets,gets,hets,jees,jess,jete,jews,jots,juts,kets,lets,mets,nets,pets,rets,sets,tets,vets,wets
hems|fems,gems,hams,hehs,heme,hemi,hemp,hens,heps,hers,hets,hews,heys,hims,homs,hums,mems,rems,tems,wems
hern|dern,fern,harn,herb,herd,here,herl,herm,hero,herp,hers,hery,hewn,horn,kern,pern,tern
abid|abed,acid,amid,arid,avid
syph|soph,sype
lill|bill,cill,dill,fill,gill,hill,jill,kill,lall,lilo,lilt,lily,loll,lull,mill,nill,pill,rill,sill,till,vill,will,yill,zill
avid|abid,acid,amid,arid,avis
klap|alap,clap,flap,knap,koap,plap,slap
tots|bots,cots,dots,hots,jots,lots,mots,nots,oots,pots,rots,sots,tats,tets,tits,tocs,tods,toes,togs,toms,tons,tops,tors,toss,tote,toto,tows,toys,tuts,wots
chug|chog,chub,chum,chun,chup,chut,thug
spic|epic,saic,spec,spie,spif,spik,spim,spin,spit,spiv
tiyn|tian
dans|bans,cans,dabs,dads,daes,dags,dahs,dais,daks,dals,dams,dang,dank,dant,daps,daws,days,dens,dins,dons,duns,eans,fans,gans,kans,mans,nans,pans,sans,tans,vans,wans
hobo|bobo,gobo,hobs,hoho,holo,homo,kobo,lobo,mobo,zobo
guys|buys,gays,goys,gubs,gues,guls,gums,guns,gups,gurs,guts,guvs,puys
raja|raca,raga,raia,rana,rara,rasa,rata,raya
rats|bats,cats,eats,fats,gats,hats,kats,lats,mats,nats,oats,pats,qats,raas,rads,rags,rahs,rais,rams,raps,rass,rata,rate,rath,rato,ratu,ravs,raws,rays,rets,rits,rots,ruts,tats,vats,wats
haff|baff,caff,daff,faff,gaff,haaf,haft,half,hauf,huff,naff,raff,waff,yaff
apts|acts,aits,alts,ants,apes,apos,apps,arts,opts
nave|cave,eave,fave,gave,have,lave,nabe,name,nane,nape,nare,navs,navy,naze,neve,pave,rave,save,wave
noil|boil,coil,foil,moil,nail,noel,noir,noll,noul,nowl,roil,soil,toil
ibis|iris,iwis,obis
skua|skug
ager|acer,agar,aged,agee,agen,ages,aper,aver,eger
jock|bock,cock,dock,hock,jack,joco,jook,jouk,lock,mock,nock,pock,rock,sock,tock,wock,yock
bato|bate,bath,bats,batt,bito,boto,dato,jato,lato,rato,vato
whey|they,whee,when,whet,whew
bust|bast,best,bist,buat,bunt,bush,busk,buss,busy,butt,dust,fust,gust,just,lust,must,oust,rust
bris|aris,bais,bois,bras,brie,brig,brik,brim,brin,brio,brit,bros,brus,cris,fris,gris,iris,kris,pris,sris,tris
wait|bait,fait,gait,lait,rait,tait,wadt,waft,waid,waif,wail,wain,wair,wais,want,wart,wast,watt,whit,writ
task|bask,cask,hask,mask,tack,talk,tank,tase,tash,tass,tusk
lods|bods,cods,dods,gods,hods,lads,lids,loas,lobs,lode,logs,lols,loos,lops,loss,lots,lous,lows,loys,luds,mods,nods,pods,rods,sods,tods,yods
rhea|shea
harn|barn,carn,darn,earn,haen,hain,hard,hare,hark,harl,harm,haro,harp,hart,hern,horn,karn,larn,tarn,warn,yarn
emos|ecos,egos,emes,emus,emys,epos,eros,evos
loch|coch,lech,lich,loca,loci,lock,loco,losh,loth,lych,moch,roch
cays|bays,caas,cabs,cads,cafs,cags,cals,cams,cans,caps,cars,cats,caws,coys,days,fays,gays,hays,jays,kays,lays,mays,nays,pays,rays,says,tays,ways,yays
wast|bast,cast,east,fast,gast,hast,last,mast,oast,past,rast,vast,wadt,waft,wait,want,wart,wase,wash,wasm,wasp,watt,west,wist,wost
bort|boat,boet,bolt,boot,bora,bord,bore,bork,borm,born,bors,bott,bout,dort,fort,mort,port,rort,sort,tort,wort
umbo|ambo
pays|bays,cays,days,fays,gays,hays,jays,kays,lays,mays,nays,pacs,pads,pahs,pais,paks,pals,pams,pans,paps,pars,pass,pats,pavs,paws,prys,puys,rays,says,tays,ways,yays
moby|doby,goby,mobe,mobo,mobs,moly,mony,mopy,toby
bima|bama,bema,biga,boma,lima,pima,rima,sima
roum|doum,roam,room,roue,roul,roup,rout,roux,soum
yeas|ceas,geas,keas,leas,peas,seas,teas,yead,yeah,yean,year,yens,yeps,yews,zeas
pois|bois,kois,pais,phis,poas,pods,pols,poms,pons,poos,pops,poss,pots,pows,pris,psis
thro|taro,thio,thru,tiro,toro,tyro
moch|coch,loch,mach,mech,mich,mock,mocs,mosh,moth,much,roch
halt|dalt,haat,haet,haft,hale,half,hall,halm,halo,hant,hart,hast,haut,hawt,hilt,holt,malt,salt
tabu|babu,habu,tabi,tabs,tapu,tatu
nerf|kerf,neif,nerd,nerk,nero,perf,serf,terf,werf
malt|dalt,halt,mala,male,mali,mall,malm,mals,mart,mast,matt,maut,melt,milt,molt,salt
mogs|bogs,cogs,dogs,fogs,hogs,jogs,logs,mags,megs,migs,moas,mobs,mocs,mods,moes,mols,moms,mons,moos,mops,mors,moss,mots,mous,mows,moys,mugs,nogs,sogs,togs,vogs,wogs
bens|bans,beds,bees,begs,bels,bend,bene,beni,benj,bent,bets,beys,bins,buns,cens,dens,fens,gens,hens,kens,lens,mens,pens,rens,sens,tens,wens,yens
